Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L0754,Historic Village,Crowded during peak season but worth visiting,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,210,44,83.17,10,4.42,4,1213,50,92.08,438,252,4.93,13.61,13717,99613,42345,0.5753424657534246,0.8075110159469104,0.9136299999999999
L0755,Historic Village,Very authentic rural tourism experience,Loved the traditional village lifestyle,Rural tourism promotion program,235,53,40.65,5,3.98,5,19232,75,93.73,135,51,2.89,36.44,17161,36039,39497,0.37777777777777777,0.532537487116739,0.67027
L0756,Cultural Museum,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Rural tourism promotion program,192,24,77.83,15,4.8,1,18025,11,51.95,491,316,2.8,25.91,45567,19046,26350,0.6435845213849287,0.40427345363880796,0.60929
L0757,Historic Village,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Cultural heritage conservation initiative,331,70,57.55,1,2.92,0,1605,92,43.67,281,25,4.69,30.35,31589,42277,21785,0.08896797153024912,0.5031194372574468,0.62873
L0758,Fort,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Community-based tourism program,689,53,52.33,2,4.22,0,16424,188,58.21,268,213,3.46,18.69,42991,25243,36507,0.7947761194029851,0.47267751837064886,0.59743
L0759,Temple,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,727,30,84.07,19,4.91,2,17749,70,66.89,209,225,3.39,46.76,32350,10645,24672,1.0,0.5053617077586293,0.72317
L0760,Traditional Market,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,76,86,44.91,17,3.28,0,18612,143,45.1,498,82,3.83,57.41,28118,97430,27590,0.1646586345381526,0.6766322572465118,0.54493
L0761,Handicraft Center,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Community-based tourism program,295,56,52.57,15,2.54,8,1898,127,47.74,240,76,3.63,45.04,2347,35460,13316,0.31666666666666665,0.4826090111590101,0.56647
L0762,Historic Village,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Local tourism development scheme,536,84,51.21,18,4.34,9,11963,11,93.44,275,90,3.06,34.61,10117,52402,21373,0.32727272727272727,0.5817612929215135,0.71099
L0763,Heritage Street,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,696,58,63.09,8,2.52,4,16169,61,80.55,311,39,4.61,30.97,17692,25792,37335,0.12540192926045016,0.5279874452990434,0.78807
L0764,Historic Village,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Cultural heritage conservation initiative,251,62,57.73,14,4.68,8,17473,195,88.12,304,36,4.77,37.55,37334,17690,32666,0.11842105263157894,0.5359882523040365,0.81187
L0765,Heritage Street,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Local tourism development scheme,70,36,79.63,8,2.64,4,18372,105,93.41,160,97,4.37,42.56,29212,10214,30487,0.60625,0.560433436171596,0.87473
L0766,Fort,Excellent food and local cultural activities,A perfect place for cultural tourism,Sustainable rural tourism policy,640,40,78.47,8,4.13,0,3440,59,60.8,411,73,2.62,16.34,25000,75884,48237,0.17761557177615572,0.5225713741391775,0.63581
L0767,Heritage Street,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Local tourism development scheme,719,53,57.9,19,3.44,6,14461,80,77.83,162,304,2.79,49.53,23170,14110,47557,1.0,0.5117938911671451,0.65242
L0768,Folk Art Center,Very authentic rural tourism experience,Great destination for heritage tourism,Cultural heritage conservation initiative,143,41,64.03,13,3.01,6,6563,27,50.12,308,338,3.37,10.27,36294,65109,6497,1.0,0.5795130272857301,0.59477
L0769,Handicraft Center,Very authentic rural tourism experience,Great destination for heritage tourism,Local tourism development scheme,57,39,51.43,5,4.75,3,12403,63,70.34,270,153,3.89,52.25,10996,53149,11016,0.5666666666666667,0.6297021575697563,0.6690500000000001
L0770,Temple,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,521,27,76.9,10,4.37,2,17676,94,51.54,364,65,4.02,35.12,42173,73847,12703,0.17857142857142858,0.5962046762391531,0.67806
L0771,Heritage Street,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Rural tourism promotion program,388,72,61.79,7,3.35,0,16606,71,48.82,163,276,2.75,31.73,37998,58447,4073,1.0,0.5581128293441623,0.54565
L0772,Heritage Street,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Community-based tourism program,308,25,47.31,9,3.21,6,12361,109,45.41,104,266,4.9,16.04,26551,74611,10340,1.0,0.6837600148031087,0.61757
L0773,Temple,Historic place with good guides and storytelling,A perfect place for cultural tourism,Sustainable rural tourism policy,104,44,47.0,14,4.34,4,6429,177,71.89,199,309,3.82,39.21,7722,10391,8191,1.0,0.5247745477050181,0.65776
L0774,Handicraft Center,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Community-based tourism program,597,71,57.73,6,4.59,9,10282,25,92.24,120,44,3.58,14.45,28499,31677,17209,0.36666666666666664,0.516872627368414,0.75695
L0775,Historic Village,Excellent food and local cultural activities,Great destination for heritage tourism,Community-based tourism program,55,18,81.1,10,4.29,0,12821,167,46.72,256,93,2.98,53.3,21749,59118,29186,0.36328125,0.5361093771629541,0.60898
L0776,Heritage Street,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Community-based tourism program,426,71,41.4,1,4.1,0,19999,109,67.63,356,188,4.88,25.11,38248,36697,28045,0.5280898876404494,0.5798481127300777,0.68752
L0777,Temple,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,603,48,54.18,11,3.07,2,9342,182,77.79,437,273,3.62,18.63,16142,91341,22294,0.6247139588100686,0.7010769527979595,0.6909000000000001
L0778,Folk Art Center,Very authentic rural tourism experience,A perfect place for cultural tourism,Cultural heritage conservation initiative,99,60,48.94,8,4.63,2,15653,111,67.27,224,80,2.79,22.56,37882,65557,16378,0.35714285714285715,0.5403065952992986,0.5832999999999999
L0779,Folk Art Center,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Sustainable rural tourism policy,161,19,92.61,6,4.37,1,6434,158,90.15,309,46,4.04,36.66,36138,13822,18001,0.1488673139158576,0.4936514410806205,0.88083
L0780,Fort,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Cultural heritage conservation initiative,195,61,78.79,17,3.79,7,1983,125,49.15,146,110,3.38,38.0,1853,76325,39437,0.7534246575342466,0.6286655606033431,0.63577
L0781,Temple,Very authentic rural tourism experience,Great destination for heritage tourism,Cultural heritage conservation initiative,279,21,52.83,4,3.78,7,2819,70,41.33,446,142,4.52,26.92,7830,83285,6099,0.3183856502242152,0.6307860455933414,0.59501
L0782,Fort,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Cultural heritage conservation initiative,772,81,51.41,6,3.92,5,18360,112,61.07,464,213,3.86,49.42,6096,33934,11264,0.45905172413793105,0.5369985553242044,0.63011
L0783,Folk Art Center,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,546,71,87.19,15,4.57,4,9380,4,70.55,482,286,2.76,28.9,11737,93323,48330,0.5933609958506224,0.6618139054242884,0.7093700000000001
L0784,Handicraft Center,Very authentic rural tourism experience,A perfect place for cultural tourism,Rural tourism promotion program,355,12,50.46,10,4.36,5,7460,140,54.0,380,14,4.38,31.88,42152,10496,47131,0.03684210526315789,0.4099988243952282,0.63018
L0785,Historic Village,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Sustainable rural tourism policy,591,92,94.84,17,4.64,0,3778,145,49.26,297,32,3.26,16.5,14190,37338,24569,0.10774410774410774,0.4090819386552657,0.67716
L0786,Temple,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,510,20,55.53,10,3.77,1,14916,81,84.27,326,194,3.52,16.78,10544,88736,26907,0.5950920245398773,0.6954831178762264,0.71487
L0787,Traditional Market,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Sustainable rural tourism policy,677,17,44.64,5,4.06,6,19955,118,50.37,279,336,4.44,15.06,4295,76576,18382,1.0,0.6751062530131328,0.6018
L0788,Folk Art Center,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Local tourism development scheme,275,99,78.0,19,4.64,0,10378,49,64.35,272,74,2.77,17.33,37409,14618,48247,0.27205882352941174,0.36426409362730877,0.6576
L0789,Folk Art Center,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Rural tourism promotion program,108,32,73.53,7,3.08,7,4901,127,92.5,196,156,4.94,55.01,33497,62117,49022,0.7959183673469388,0.7804969786644991,0.88699
L0790,Traditional Market,Crowded during peak season but worth visiting,Great destination for heritage tourism,Cultural heritage conservation initiative,125,19,94.99,19,3.61,2,4439,83,73.7,258,267,4.26,44.25,36919,31973,27905,1.0,0.6227141472209163,0.83537
L0791,Cultural Museum,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Rural tourism promotion program,477,27,84.11,10,4.05,3,10539,112,67.37,186,34,2.98,43.6,29577,12694,40572,0.1827956989247312,0.4055095687922421,0.7006100000000001
L0792,Folk Art Center,Excellent food and local cultural activities,Loved the traditional village lifestyle,Rural tourism promotion program,777,85,63.59,19,4.79,6,17213,163,59.81,234,389,2.65,17.3,30535,85815,21539,1.0,0.6355690748057092,0.58901
L0793,Heritage Street,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Local tourism development scheme,181,48,77.21,11,2.54,9,6484,112,68.62,224,347,3.86,35.97,33933,10916,9463,1.0,0.5169498785244901,0.7377100000000001
L0794,Handicraft Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Sustainable rural tourism policy,547,35,84.98,3,3.03,6,4407,114,80.39,219,135,3.45,34.43,25999,75114,36889,0.6164383561643836,0.6719581673761079,0.7835000000000001
L0795,Temple,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Rural tourism promotion program,642,20,68.25,11,3.09,1,11817,103,85.24,20,168,2.57,24.38,40520,67112,28738,1.0,0.6369282894407825,0.6999099999999999
L0796,Traditional Market,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Community-based tourism program,354,19,55.01,6,3.32,4,1772,179,75.74,188,326,4.02,23.5,33212,59781,14084,1.0,0.6671106699406876,0.70919
L0797,Heritage Street,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Local tourism development scheme,116,12,51.56,6,3.2,7,12396,32,83.47,453,53,3.27,48.12,43615,66910,39914,0.11699779249448124,0.6150919414035004,0.6847599999999999
L0798,Traditional Market,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Community-based tourism program,279,71,56.24,15,3.98,8,14141,191,44.86,484,274,3.3,24.91,7820,14919,10928,0.5661157024793388,0.39346297119213214,0.54616
L0799,Temple,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Local tourism development scheme,382,80,86.64,3,4.71,4,5953,198,40.79,292,158,2.91,39.62,47726,5100,31155,0.541095890410959,0.35592280271596766,0.59768
L0800,Fort,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Community-based tourism program,326,70,60.92,11,4.09,1,5594,68,80.39,283,191,2.85,55.97,39121,69118,2208,0.6749116607773852,0.6621237195639706,0.67532
L0801,Temple,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Community-based tourism program,633,13,55.77,8,3.1,3,9840,95,54.39,86,368,2.86,35.69,11700,25777,40314,1.0,0.48266224292101334,0.55647
L0802,Cultural Museum,Very authentic rural tourism experience,Loved the traditional village lifestyle,Rural tourism promotion program,770,70,84.32,8,4.66,4,14087,157,88.27,368,208,4.72,40.2,29198,83173,4555,0.5652173913043478,0.778933149126534,0.8892399999999999
L0803,Temple,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Rural tourism promotion program,193,17,41.76,16,4.08,5,5946,95,69.47,137,150,3.83,53.76,31206,28375,40425,1.0,0.5962228800048011,0.63296
L0804,Temple,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Local tourism development scheme,300,22,72.67,3,3.05,5,10251,67,66.32,105,221,3.67,46.05,21625,80902,28681,1.0,0.7279719789655827,0.70349
L0805,Cultural Museum,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Sustainable rural tourism policy,740,21,88.05,8,3.4,0,1987,21,82.51,254,150,4.26,10.67,28529,79528,34135,0.5905511811023622,0.6917142312740007,0.8497899999999999
L0806,Handicraft Center,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Rural tourism promotion program,129,44,62.55,8,4.47,5,19574,58,80.76,341,317,3.3,17.24,13471,34018,6421,0.9296187683284457,0.5474173126743713,0.7086899999999999
L0807,Folk Art Center,Historic place with good guides and storytelling,Great destination for heritage tourism,Rural tourism promotion program,106,63,54.81,13,4.35,9,5623,7,78.74,277,293,4.56,23.45,15102,41233,36491,1.0,0.6443799822462716,0.75299
L0808,Temple,Excellent food and local cultural activities,Loved the traditional village lifestyle,Cultural heritage conservation initiative,415,60,67.04,1,3.94,0,19169,193,77.94,36,366,2.99,31.52,20895,70598,11465,1.0,0.6644984860820772,0.69228
L0809,Cultural Museum,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Rural tourism promotion program,357,52,79.46,10,2.86,4,10719,36,68.35,92,98,4.51,23.8,3275,66437,46647,1.0,0.6972528641014613,0.7823800000000001
L0810,Heritage Street,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Sustainable rural tourism policy,223,75,68.41,5,4.51,6,7149,98,90.96,180,183,2.64,33.07,37256,47451,9807,1.0,0.6059079004090859,0.7274700000000001
L0811,Fort,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Cultural heritage conservation initiative,511,24,40.42,5,3.27,7,13511,55,88.99,496,185,2.89,49.19,20372,91158,7169,0.37298387096774194,0.7070948286995108,0.65062
L0812,Fort,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Community-based tourism program,799,58,44.31,17,4.43,4,2901,188,58.12,240,374,4.73,58.65,33361,60013,14255,1.0,0.7207918161313875,0.6492100000000001
